Order ID,Order Date,Year,MONTH,Day,MonthName,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Product Sub Category,Product Category,Region,Country
2843,8/31/2017,2017,8,31,Aug,9,2152,6098,3947,Store,Litware Home Theater System 5.1 Channel M513 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,United States
2844,8/25/2017,2017,8,25,Aug,9,13,112,99,Catalog,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,United States
2845,1/9/2017,2017,1,9,Jan,9,40,201,161,Store,Contoso Expandable Cordless Phone System M008 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Germany
2846,9/10/2017,2017,9,10,Sep,10,102,674,573,Store,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Bluetooth Headphones,Audio,North America,United States
2847,7/29/2016,2016,7,29,Jul,4,189,751,563,Store,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,North America,United States
2852,7/17/2018,2018,7,17,Jul,9,2696,5685,2990,Reseller,Contoso SLR Camera X143 Silver,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,China
2853,7/3/2018,2018,7,3,Jul,18,1683,2322,640,Reseller,WWI LCD17W E200 Black,Wide World Importers,Monitors,Computers,North America,United States
2854,9/8/2016,2016,9,8,Sep,10,2130,3290,1161,Store,Contoso Home Theater System 4.1 Channel M1410 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
2855,11/1/2016,2016,11,1,Nov,15,2283,3449,1166,Store,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,North America,United States
2857,9/13/2017,2017,9,13,Sep,10,3,127,124,Catalog,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,United States
2858,1/11/2018,2018,1,11,Jan,12,1619,5191,3573,Store,"Fabrikam SLR Camera 35"" X358 Silver Grey","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,United States
2859,3/20/2019,2019,3,20,Mar,20,241,238,-3,Store,Contoso 90W AC/DC Power Adapter E300 White,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
2860,6/4/2016,2016,6,4,Jun,8,54,73,19,Store,Contoso Education Essentials Bundle M300 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,United Kingdom
2861,6/19/2016,2016,6,19,Jun,9,334,1054,721,Store,SV 16xDVD M320 Black,Southridge Video,VCD & DVD,TV and Video,North America,United States
2864,2/8/2017,2017,2,8,Feb,4,19,58,39,Reseller,Contoso Ultraportable Neoprene Sleeve E30 Yellow,"Contoso, Ltd",Computers Accessories,Computers,Europe,France
2866,12/5/2017,2017,12,5,Dec,12,66,2329,2264,Store,Contoso Home Theater System 2.1 Channel E1220 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
2867,10/28/2018,2018,10,28,Oct,10,137,1200,1064,Store,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Bluetooth Headphones,Audio,North America,United States
2869,2/16/2018,2018,2,16,Feb,12,8365,14388,6024,Store,Fabrikam Laptop19W M9800 Black,"Fabrikam, Inc.",Laptops,Computers,North America,United States
2870,7/7/2016,2016,7,7,Jul,9,1816,2691,876,Online,The Phone Company PDA Phone 3.5 inches M320 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,China
2872,6/12/2018,2018,6,12,Jun,6,76,252,176,Store,Contoso Centrex Phone System L10 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Taiwan
2873,10/3/2016,2016,10,3,Oct,10,847,1690,844,Store,Proseware Ink Jet All in one M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
2875,1/5/2018,2018,1,5,Jan,9,110,201,91,Reseller,Contoso Expandable Cordless Phone System M008 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,France
2877,2/25/2018,2018,2,25,Feb,10,30,95,66,Store,Contoso Power Inverter - DC to AC power inverter E900 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
2878,10/28/2016,2016,10,28,Oct,10,250,420,171,Reseller,SV PCI Network Adapter E905 Silver,Southridge Video,Computers Accessories,Computers,Europe,France
2880,4/5/2017,2017,4,5,Apr,13,5838,10912,5075,Store,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Canada
2881,12/4/2017,2017,12,4,Dec,12,1256,2028,773,Reseller,Proseware Ink Jet All in one M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,China
2883,11/3/2018,2018,11,3,Nov,10,1766,3580,1815,Reseller,"Contoso SLR Camera 35"" M358 Pink","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,France
2884,4/9/2018,2018,4,9,Apr,8,325,4792,4468,Store,Proseware Laptop16 M610 White,"Proseware, Inc.",Laptops,Computers,Europe,Slovenia
2885,8/7/2016,2016,8,7,Aug,4,17,37,20,Store,Contoso Desktop Alternative Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,Singapore
2886,8/3/2016,2016,8,3,Aug,9,4497,6834,2338,Online,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Televisions,TV and Video,North America,United States
2887,7/5/2017,2017,7,5,Jul,9,27,1760,1734,Store,A. Datum Rangefinder Digital Camera X200 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
2888,2/22/2017,2017,2,22,Feb,36,105,403,298,Online,Contoso Smart Battery M901 White,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
2889,9/19/2017,2017,9,19,Sep,10,774,1900,1127,Store,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
2890,10/17/2017,2017,10,17,Oct,12,1199,1188,-11,Store,SV Wireless LAN PCI Network Card Adapter E900 Black,Southridge Video,Computers Accessories,Computers,Europe,Russia
2895,6/30/2017,2017,6,30,Jun,8,143,209,67,Store,Contoso Hybrid system M60 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Ireland
2896,8/14/2018,2018,8,14,Aug,18,446,727,281,Store,SV Keyboard E90 Silver,Southridge Video,Computers Accessories,Computers,Asia,India
2899,5/2/2017,2017,5,2,May,6,8,139,131,Store,Contoso Mini Battery Charger Kit E320 Red,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Syria
2900,9/13/2017,2017,9,13,Sep,10,1145,12990,11846,Reseller,WWI Laptop19W X0196 Blue,Wide World Importers,Laptops,Computers,North America,United States
2901,10/22/2017,2017,10,22,Oct,12,1283,6880,5598,Reseller,"A. Datum SLR Camera 35"" X358 Gold",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Asia,China
2904,4/1/2018,2018,4,1,Apr,10,562,8190,7629,Store,WWI LCD24 X300 Black,Wide World Importers,Monitors,Computers,Asia,South Korea
2905,10/17/2016,2016,10,17,Oct,10,440,3580,3141,Store,"Contoso SLR Camera 35"" M358 Black","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,United States
2907,11/8/2017,2017,11,8,Nov,24,810,6974,6164,Online,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,China
2909,9/13/2018,2018,9,13,Sep,10,76,270,195,Store,Contoso KSU-less key system M38 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2911,3/24/2019,2019,3,24,Mar,20,279,1348,1070,Store,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Bluetooth Headphones,Audio,Asia,Japan
2914,8/1/2016,2016,8,1,Aug,12,105,29814,29709,Store,Proseware Projector 1080p DLP86 Silver,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Spain
2916,8/5/2017,2017,8,5,Aug,9,1022,1204,183,Store,Proseware All-In-One Photo Printer M200 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
2918,6/15/2016,2016,6,15,Jun,24,8244,11998,3754,Store,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,Europe,Germany
2919,9/26/2016,2016,9,26,Sep,10,507,2800,2294,Store,The Phone Company PDA Palm 3.5 inch M810 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
2920,12/6/2018,2018,12,6,Dec,24,999,7694,6696,Store,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Laptops,Computers,North America,United States
2921,5/11/2017,2017,5,11,May,13,2291,4344,2054,Online,"A. Datum SLR Camera 35"" M358 Blue",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Asia,China
2924,12/29/2017,2017,12,29,Dec,36,6094,34679,28586,Catalog,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,United States
2925,9/5/2016,2016,9,5,Sep,10,1410,3830,2421,Store,Adventure Works Laptop12 M1201 Blue,Adventure Works,Laptops,Computers,North America,United States
2926,3/13/2018,2018,3,13,Mar,16,2417,2901,485,Reseller,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,France
2928,3/26/2018,2018,3,26,Mar,8,1283,1958,676,Online,Contoso Screen 106in M060 White,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Germany
2929,9/2/2016,2016,9,2,Sep,10,1552,3100,1549,Store,The Phone Company Smart phones Unlocked International M800 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
2930,11/19/2016,2016,11,19,Nov,12,100,162,62,Store,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Turkmenistan
2934,7/23/2018,2018,7,23,Jul,18,121,319,198,Online,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
2935,8/4/2018,2018,8,4,Aug,18,1022,1926,904,Online,Proseware Mobile Receipt and Document Scanner M200 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,China
2938,3/22/2017,2017,3,22,Mar,5,40,65,26,Store,Contoso Dual Handset Cordless Phone System  E20 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2939,3/9/2017,2017,3,9,Mar,8,161,234,73,Store,Contoso USB 2.0 Dock Station docking station M800 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Russia
2940,11/15/2018,2018,11,15,Nov,12,1633,2488,855,Store,Proseware High Speed Laser M2000 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Thailand
2942,3/7/2018,2018,3,7,Mar,10,4820,5290,471,Store,Contoso Home Theater System 5.1 Channel M1540 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
2943,7/4/2018,2018,7,4,Jul,18,141,304,164,Online,Contoso 3 Handset Cordless Phone System  E30 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2944,6/27/2018,2018,6,27,Jun,9,989,3714,2726,Store,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Canada
2945,1/5/2017,2017,1,5,Jan,6,74,151,77,Store,Contoso Bright Light battery E20 blue,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
2946,10/17/2016,2016,10,17,Oct,36,22148,29666,7518,Online,Fabrikam Business Videographer 2/3'' 17mm M280 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,China
2948,1/29/2019,2019,1,29,Jan,12,22,276,255,Store,Contoso Multi-line phones M30 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2949,3/19/2019,2019,3,19,Mar,10,2514,5690,3177,Store,Litware Home Theater System 4.1 Channel M412 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,United States
2950,8/4/2018,2018,8,4,Aug,18,1008,4744,3736,Catalog,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
2951,12/16/2016,2016,12,16,Dec,6,102,168,67,Store,Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,United States
2955,5/17/2017,2017,5,17,May,13,1388,3299,1912,Store,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
2960,7/19/2016,2016,7,19,Jul,9,143,2039,1896,Online,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
2961,8/7/2017,2017,8,7,Aug,9,114,256,142,Store,Contoso Hybrid system M60 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2963,3/5/2017,2017,3,5,Mar,4,128,563,435,Reseller,A. Datum Slim Digital Camera M180 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,France
2964,4/3/2017,2017,4,3,Apr,6,10,123,114,Online,Contoso Wireless Laser Mouse E50 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
2966,3/7/2017,2017,3,7,Mar,5,17,105,89,Store,Contoso Wireless Laser Mouse E50 White,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
2968,12/1/2017,2017,12,1,Dec,12,2256,3124,869,Store,The Phone Company Smart phones Unlocked M300 Pink,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
2969,9/10/2018,2018,9,10,Sep,80,73,1040,967,Catalog,Contoso Dual Handset Cordless Phone System  E20 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2970,2/2/2019,2019,2,2,Feb,18,3110,3560,451,Store,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Televisions,TV and Video,Europe,United Kingdom
2971,9/1/2016,2016,9,1,Sep,10,193,230,38,Store,Contoso Lifestyles Series - Big Button Cordless phone M800 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
2973,9/17/2016,2016,9,17,Sep,20,361,13980,13620,Catalog,Contoso Projector 720p M620 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,United States
2974,10/16/2017,2017,10,16,Oct,20,15941,25980,10040,Online,WWI Laptop19W X0196 Black,Wide World Importers,Laptops,Computers,Europe,Germany
2975,3/12/2019,2019,3,12,Mar,20,1003,11380,10378,Online,Litware Home Theater System 4.1 Channel M412 Black,"Litware, Inc.",Home Theater System,TV and Video,Asia,China
2976,8/25/2016,2016,8,25,Aug,12,4621,11623,7003,Store,Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Russia
2978,6/20/2017,2017,6,20,Jun,8,73,303,230,Store,SV PCI Network Adapter E903 Silver,Southridge Video,Computers Accessories,Computers,Europe,France
2981,9/21/2016,2016,9,21,Sep,10,669,1590,922,Store,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
2983,10/10/2016,2016,10,10,Oct,10,1706,3580,1875,Online,"Contoso SLR Camera 35"" M358 Blue","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Germany
2986,11/30/2016,2016,11,30,Nov,12,1374,3016,1643,Store,Contoso DVD 14-Inch Player Portable L100 Black,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
2987,2/2/2017,2017,2,2,Feb,36,4656,13211,8556,Store,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Desktops,Computers,North America,United States
2988,3/30/2017,2017,3,30,Mar,10,1529,1880,352,Store,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
2989,3/23/2017,2017,3,23,Mar,10,309,390,82,Store,Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Japan
2990,3/29/2017,2017,3,29,Mar,10,42,1600,1559,Online,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,United States
2991,5/15/2019,2019,5,15,May,26,4462,6683,2221,Reseller,SV Car Video TFT6.2W E6281 Black,Southridge Video,Car Video,TV and Video,North America,United States
2992,4/18/2018,2018,4,18,Apr,13,191,2704,2514,Store,The Phone Company Smart phones 160x160 M26 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,India
2993,6/13/2017,2017,6,13,Jun,13,353,503,151,Online,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Bluetooth Headphones,Audio,Asia,China
2995,4/25/2017,2017,4,25,Apr,6,77,76,-1,Store,Contoso Rechargeable Battery E100 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,Turkmenistan
2997,7/28/2017,2017,7,28,Jul,9,244,336,92,Store,Contoso Dual USB Power Adapter - power adapter E300 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,Thailand
2998,8/7/2018,2018,8,7,Aug,9,869,2580,1712,Reseller,The Phone Company Smart phones Expert M400 Pink,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,China
2999,6/16/2018,2018,6,16,Jun,13,4168,8773,4606,Reseller,Litware Home Theater System 5.1 Channel M512 Black,"Litware, Inc.",Home Theater System,TV and Video,Asia,China
3000,11/1/2017,2017,11,1,Nov,40,717,10798,10082,Online,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Desktops,Computers,North America,United States
3001,11/6/2017,2017,11,6,Nov,24,2391,3267,876,Online,Proseware LCD19 E1000 Black,"Proseware, Inc.",Monitors,Computers,Asia,China
3002,1/14/2019,2019,1,14,Jan,24,1409,3538,2130,Store,A. Datum Slim Digital Camera M180 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
3003,11/30/2016,2016,11,30,Nov,12,2130,10295,8166,Store,Fabrikam Laptop17W M7080 Black,"Fabrikam, Inc.",Laptops,Computers,North America,United States
3004,2/16/2019,2019,2,16,Feb,10,81,360,280,Reseller,Contoso 2-Line Speakerphone M109 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,China
3006,4/30/2018,2018,4,30,Apr,26,1697,6552,4856,Online,SV DVD 14-Inch Player Portable L100 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,United States
3008,10/21/2016,2016,10,21,Oct,12,1466,1956,491,Store,Proseware Office Jet All-in-One Printer M500 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Australia
3011,5/15/2017,2017,5,15,May,13,421,3712,3292,Store,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
3012,5/10/2019,2019,5,10,May,8,3514,4877,1364,Store,Fabrikam Laptop15.4 M5400 White,"Fabrikam, Inc.",Laptops,Computers,Europe,United Kingdom
3014,9/29/2016,2016,9,29,Sep,12,4867,7188,2322,Store,Adventure Works Laptop16 M1601 Red,Adventure Works,Laptops,Computers,Europe,Germany
3015,8/20/2018,2018,8,20,Aug,36,8425,11683,3259,Reseller,Contoso Home Theater System 4.1 Channel M1410 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,France
3016,6/20/2018,2018,6,20,Jun,9,2183,4086,1903,Online,Contoso Screen 125in M250 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,United States
3017,6/27/2018,2018,6,27,Jun,9,1298,5718,4420,Online,Contoso SLR Camera X143 Silver,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,United States
3018,9/12/2016,2016,9,12,Sep,10,1249,1900,652,Online,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
3019,4/1/2017,2017,4,1,Apr,5,7,50,44,Store,Contoso DVD 38 DVD Storage Binder E25 Red,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
3023,2/25/2018,2018,2,25,Feb,12,4813,8249,3437,Store,Litware Home Theater System 5.1 Channel M511 Brown,"Litware, Inc.",Home Theater System,TV and Video,North America,United States
3027,11/19/2016,2016,11,19,Nov,10,4145,6370,2226,Store,Contoso SLR Camera X142 Black,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Slovenia
3028,11/18/2016,2016,11,18,Nov,10,356,3500,3145,Store,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Televisions,TV and Video,North America,Canada
3029,4/16/2019,2019,4,16,Apr,8,540,5173,4633,Store,Fabrikam Laptop15 M5000 White,"Fabrikam, Inc.",Laptops,Computers,Europe,United Kingdom
3031,1/6/2018,2018,1,6,Jan,12,24,4932,4909,Store,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,United States
3032,11/15/2018,2018,11,15,Nov,12,4046,4281,236,Online,SV Car Video LCD7 M7003 Silver,Southridge Video,Car Video,TV and Video,Asia,China
3033,4/20/2019,2019,4,20,Apr,13,735,2804,2069,Store,Proseware Laser Jet All in one X300 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
3034,5/9/2018,2018,5,9,May,8,811,897,87,Store,Proseware Laser Fax Printer M250 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,United Kingdom
3035,9/23/2016,2016,9,23,Sep,12,154,335,182,Store,Contoso Enhanced Capacity Battery M800 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,United Kingdom
3036,9/19/2017,2017,9,19,Sep,10,28,216,188,Store,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
3037,1/22/2018,2018,1,22,Jan,9,1618,1566,-52,Online,Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Germany
3038,5/12/2018,2018,5,12,May,13,652,1960,1308,Store,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
3040,11/30/2016,2016,11,30,Nov,12,2120,3163,1043,Store,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
3042,5/10/2019,2019,5,10,May,24,2213,3626,1413,Reseller,Proseware Photo Inkjet Printer M100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,France
3044,8/2/2017,2017,8,2,Aug,9,995,976,-20,Online,Proseware Screen 80in E1010 Silver,"Proseware, Inc.",Projectors & Screens,Computers,North America,United States
3045,12/20/2016,2016,12,20,Dec,12,31,162,131,Store,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,United States
3047,5/2/2017,2017,5,2,May,13,1618,3654,2037,Store,Contoso DVD 15-Inch Player Portable L200 White,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
3048,4/14/2017,2017,4,14,Apr,52,660,30047,29388,Online,"A. Datum SLR Camera 35"" X358 Orange",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Asia,China
3050,12/28/2017,2017,12,28,Dec,36,1580,8201,6621,Catalog,A. Datum Full Frame Digital Camera X300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
3053,7/27/2016,2016,7,27,Jul,9,1354,2552,1199,Store,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,United States
3054,8/7/2016,2016,8,7,Aug,9,2628,7957,5329,Store,Contoso Home Theater System 7.1 Channel M1700 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
3055,1/4/2017,2017,1,4,Jan,4,36,67,31,Store,Contoso 3 Handset Cordless Phone System  E30 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Poland
3059,1/22/2017,2017,1,22,Jan,6,239,928,690,Store,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,United States
3060,5/31/2017,2017,5,31,May,13,75,7527,7453,Store,Litware Home Theater System 5.1 Channel M516 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,United States
3061,9/1/2018,2018,9,1,Sep,10,15,1290,1276,Store,Proseware Ink Jet Wireless All-In-One Printer M400 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
3062,5/10/2019,2019,5,10,May,13,1905,3484,1580,Reseller,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
3064,6/24/2018,2018,6,24,Jun,9,524,1021,498,Store,Proseware Mobile Receipt and Document Scanner M200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
3065,3/24/2017,2017,3,24,Mar,10,966,2290,1325,Store,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
3066,3/6/2017,2017,3,6,Mar,5,62,250,189,Store,Contoso Carrying Case E312 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Japan
3067,10/13/2017,2017,10,13,Oct,10,2944,6190,3247,Store,Adventure Works LCD22 M200 White,Adventure Works,Monitors,Computers,North America,United States
3072,10/7/2018,2018,10,7,Oct,10,151,5990,5840,Store,Adventure Works Laptop16 M1601 White,Adventure Works,Laptops,Computers,North America,United States
3074,1/7/2018,2018,1,7,Jan,10,2594,8690,6097,Store,Adventure Works LCD24W X300 Black,Adventure Works,Monitors,Computers,Asia,China
3077,7/13/2016,2016,7,13,Jul,18,3239,6783,3545,Store,The Phone Company PDA Wifi 4.7-inch L290 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
3078,8/28/2016,2016,8,28,Aug,9,7927,22367,14440,Store,Proseware Projector 1080p DLP86 White,"Proseware, Inc.",Projectors & Screens,Computers,North America,United States
3080,11/30/2016,2016,11,30,Nov,12,779,10200,9422,Store,Fabrikam Business Videographer 2/3'' 17mm M280 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Japan
3083,8/1/2016,2016,8,1,Aug,9,2497,3222,726,Store,"Contoso SLR Camera 35"" M358 Silver","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Canada
3085,10/14/2016,2016,10,14,Oct,10,1223,1960,738,Store,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Germany
3086,3/23/2017,2017,3,23,Mar,100,127,999,873,Store,Contoso Touch Stylus Pen E150 Red,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,United States
3089,11/25/2018,2018,11,25,Nov,24,1029,3336,2308,Store,Proseware LCD19 E1000 Black,"Proseware, Inc.",Monitors,Computers,Asia,China
3091,3/22/2018,2018,3,22,Mar,10,2813,5290,2478,Catalog,Contoso Home Theater System 5.1 Channel M1540 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
3092,6/18/2018,2018,6,18,Jun,16,5312,4956,-356,Store,Proseware Laptop8.9 E089 White,"Proseware, Inc.",Laptops,Computers,Europe,Greece
3093,7/13/2016,2016,7,13,Jul,9,1493,2359,867,Store,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
3094,9/15/2016,2016,9,15,Sep,5,133,245,113,Store,Proseware CRT15 E10 White,"Proseware, Inc.",Monitors,Computers,North America,United States
